pid	group	gene_group	n_var	n_gene
007SYN001	level4	PanelApp green	0	0
007SYN002	level1	all genes	209	102
007SYN002	level1	GADO selected	31	11
007SYN002	level1	ClinVar pathogenic	55	20
007SYN002	level1	PanelApp green	45	15
007SYN002	level2	all genes	125	60
007SYN002	level2	GADO selected	18	6
007SYN002	level2	ClinVar pathogenic	26	9
007SYN002	level2	PanelApp green	26	9
007SYN002	level3	all genes	14	6
007SYN002	level3	GADO selected	0	0
007SYN002	level3	ClinVar pathogenic	0	0
007SYN002	level3	PanelApp green	0	0
007SYN002	level4	all genes	0	0
007SYN002	level4	GADO selected	0	0
007SYN002	level4	ClinVar pathogenic	0	0
007SYN002	level4	PanelApp green	0	0
008Con002	level1	all genes	100	73
008Con002	level1	GADO selected	6	4
008Con002	level1	ClinVar pathogenic	27	19
008Con002	level1	PanelApp green	19	13
008Con002	level2	all genes	63	39
008Con002	level2	GADO selected	4	2
008Con002	level2	ClinVar pathogenic	20	13
008Con002	level2	PanelApp green	14	9
008Con002	level3	all genes	0	0
008Con002	level3	GADO selected	0	0
008Con002	level3	ClinVar pathogenic	0	0
008Con002	level3	PanelApp green	0	0
008Con002	level4	all genes	0	0
008Con002	level4	GADO selected	0	0
008Con002	level4	ClinVar pathogenic	0	0
008Con002	level4	PanelApp green	0	0
008Con004	level1	all genes	209	126
008Con004	level1	GADO selected	7	6
008Con004	level1	ClinVar pathogenic	25	20
008Con004	level1	PanelApp green	21	16
008Con004	level2	all genes	102	64
008Con004	level2	GADO selected	0	0
008Con004	level2	ClinVar pathogenic	6	5
008Con004	level2	PanelApp green	6	5
008Con004	level3	all genes	12	10
008Con004	level3	GADO selected	0	0
008Con004	level3	ClinVar pathogenic	0	0
008Con004	level3	PanelApp green	0	0
008Con004	level4	all genes	8	7
008Con004	level4	GADO selected	0	0
008Con004	level4	ClinVar pathogenic	0	0
008Con004	level4	PanelApp green	0	0
010Aic001	level1	all genes	152	90
010Aic001	level1	GADO selected	33	12
010Aic001	level1	ClinVar pathogenic	34	19
010Aic001	level1	PanelApp green	20	14
010Aic001	level2	all genes	91	47
010Aic001	level2	GADO selected	23	9
010Aic001	level2	ClinVar pathogenic	25	11
010Aic001	level2	PanelApp green	11	6
010Aic001	level3	all genes	3	2
010Aic001	level3	GADO selected	2	1
010Aic001	level3	ClinVar pathogenic	0	0
010Aic001	level3	PanelApp green	0	0
010Aic001	level4	all genes	0	0
010Aic001	level4	GADO selected	0	0
010Aic001	level4	ClinVar pathogenic	0	0
010Aic001	level4	PanelApp green	0	0
010Aic002	level1	all genes	212	131
010Aic002	level1	GADO selected	16	12
010Aic002	level1	ClinVar pathogenic	68	38
010Aic002	level1	PanelApp green	56	28
010Aic002	level2	all genes	128	79
010Aic002	level2	GADO selected	8	7
010Aic002	level2	ClinVar pathogenic	44	24
010Aic002	level2	PanelApp green	39	20
010Aic002	level3	all genes	0	0
010Aic002	level3	GADO selected	0	0
010Aic002	level3	ClinVar pathogenic	0	0
010Aic002	level3	PanelApp green	0	0
010Aic002	level4	all genes	0	0
010Aic002	level4	GADO selected	0	0
010Aic002	level4	ClinVar pathogenic	0	0
010Aic002	level4	PanelApp green	0	0
010Aic003	level1	all genes	218	169
010Aic003	level1	GADO selected	20	12
010Aic003	level1	ClinVar pathogenic	48	35
010Aic003	level1	PanelApp green	26	19
010Aic003	level2	all genes	66	48
010Aic003	level2	GADO selected	7	3
010Aic003	level2	ClinVar pathogenic	11	6
010Aic003	level2	PanelApp green	7	3
010Aic003	level3	all genes	8	6
010Aic003	level3	GADO selected	0	0
010Aic003	level3	ClinVar pathogenic	0	0
010Aic003	level3	PanelApp green	0	0
010Aic003	level4	all genes	0	0
010Aic003	level4	GADO selected	0	0
010Aic003	level4	ClinVar pathogenic	0	0
010Aic003	level4	PanelApp green	0	0
010Aic004	level1	all genes	144	67
010Aic004	level1	GADO selected	8	3
010Aic004	level1	ClinVar pathogenic	28	12
010Aic004	level1	PanelApp green	17	7
010Aic004	level2	all genes	88	42
010Aic004	level2	GADO selected	7	2
010Aic004	level2	ClinVar pathogenic	21	9
010Aic004	level2	PanelApp green	14	5
010Aic004	level3	all genes	8	4
010Aic004	level3	GADO selected	0	0
010Aic004	level3	ClinVar pathogenic	2	1
010Aic004	level3	PanelApp green	0	0
010Aic004	level4	all genes	5	2
010Aic004	level4	GADO selected	0	0
010Aic004	level4	ClinVar pathogenic	0	0
010Aic004	level4	PanelApp green	0	0
010Aic006	level1	all genes	193	118
010Aic006	level1	GADO selected	33	15
010Aic006	level1	ClinVar pathogenic	25	19
010Aic006	level1	PanelApp green	18	15
010Aic006	level2	all genes	115	65
010Aic006	level2	GADO selected	23	11
010Aic006	level2	ClinVar pathogenic	14	12
010Aic006	level2	PanelApp green	10	8
010Aic006	level3	all genes	0	0
010Aic006	level3	GADO selected	0	0
010Aic006	level3	ClinVar pathogenic	0	0
010Aic006	level3	PanelApp green	0	0
010Aic006	level4	all genes	0	0
010Aic006	level4	GADO selected	0	0
010Aic006	level4	ClinVar pathogenic	0	0
010Aic006	level4	PanelApp green	0	0
010Aic007	level1	all genes	669	429
010Aic007	level1	GADO selected	66	42
010Aic007	level1	ClinVar pathogenic	123	76
010Aic007	level1	PanelApp green	71	45
010Aic007	level2	all genes	415	258
010Aic007	level2	GADO selected	48	29
010Aic007	level2	ClinVar pathogenic	80	49
010Aic007	level2	PanelApp green	48	30
010Aic007	level3	all genes	31	17
010Aic007	level3	GADO selected	3	1
010Aic007	level3	ClinVar pathogenic	7	3
010Aic007	level3	PanelApp green	9	4
010Aic007	level4	all genes	21	12
010Aic007	level4	GADO selected	0	0
010Aic007	level4	ClinVar pathogenic	4	2
010Aic007	level4	PanelApp green	6	3
010AIC009	level1	all genes	117	80
010AIC009	level1	GADO selected	21	11
010AIC009	level1	ClinVar pathogenic	28	14
010AIC009	level1	PanelApp green	14	7
010AIC009	level2	all genes	69	44
010AIC009	level2	GADO selected	13	7
010AIC009	level2	ClinVar pathogenic	16	8
010AIC009	level2	PanelApp green	9	4
010AIC009	level3	all genes	16	13
010AIC009	level3	GADO selected	0	0
010AIC009	level3	ClinVar pathogenic	3	2
010AIC009	level3	PanelApp green	3	2
010AIC009	level4	all genes	6	4
010AIC009	level4	GADO selected	0	0
010AIC009	level4	ClinVar pathogenic	1	1
010AIC009	level4	PanelApp green	1	1
010AIC010	level1	all genes	184	139
010AIC010	level1	GADO selected	23	16
010AIC010	level1	ClinVar pathogenic	47	31
010AIC010	level1	PanelApp green	30	21
010AIC010	level2	all genes	88	58
010AIC010	level2	GADO selected	8	3
010AIC010	level2	ClinVar pathogenic	24	12
010AIC010	level2	PanelApp green	15	8
010AIC010	level3	all genes	0	0
010AIC010	level3	GADO selected	0	0
010AIC010	level3	ClinVar pathogenic	0	0
010AIC010	level3	PanelApp green	0	0
010AIC010	level4	all genes	0	0
010AIC010	level4	GADO selected	0	0
010AIC010	level4	ClinVar pathogenic	0	0
010AIC010	level4	PanelApp green	0	0
010AIC013	level1	all genes	302	138
010AIC013	level1	GADO selected	19	11
010AIC013	level1	ClinVar pathogenic	54	25
010AIC013	level1	PanelApp green	42	18
010AIC013	level2	all genes	130	73
010AIC013	level2	GADO selected	12	6
010AIC013	level2	ClinVar pathogenic	12	10
010AIC013	level2	PanelApp green	8	8
010AIC013	level3	all genes	3	3
010AIC013	level3	GADO selected	0	0
010AIC013	level3	ClinVar pathogenic	0	0
010AIC013	level3	PanelApp green	0	0
010AIC013	level4	all genes	0	0
010AIC013	level4	GADO selected	0	0
010AIC013	level4	ClinVar pathogenic	0	0
010AIC013	level4	PanelApp green	0	0
010CCA001	level1	all genes	162	82
010CCA001	level1	GADO selected	15	10
010CCA001	level1	ClinVar pathogenic	33	13
010CCA001	level1	PanelApp green	28	9
010CCA001	level2	all genes	84	46
010CCA001	level2	GADO selected	10	6
010CCA001	level2	ClinVar pathogenic	9	5
010CCA001	level2	PanelApp green	5	2
010CCA001	level3	all genes	4	4
010CCA001	level3	GADO selected	0	0
010CCA001	level3	ClinVar pathogenic	0	0
010CCA001	level3	PanelApp green	0	0
010CCA001	level4	all genes	4	4
010CCA001	level4	GADO selected	0	0
010CCA001	level4	ClinVar pathogenic	0	0
010CCA001	level4	PanelApp green	0	0
010Kap001	level1	all genes	152	96
010Kap001	level1	GADO selected	26	13
010Kap001	level1	ClinVar pathogenic	48	24
010Kap001	level1	PanelApp green	33	15
010Kap001	level2	all genes	95	60
010Kap001	level2	GADO selected	15	6
010Kap001	level2	ClinVar pathogenic	27	13
010Kap001	level2	PanelApp green	17	6
010Kap001	level3	all genes	1	1
010Kap001	level3	GADO selected	0	0
010Kap001	level3	ClinVar pathogenic	0	0
010Kap001	level3	PanelApp green	0	0
010Kap001	level4	all genes	0	0
010Kap001	level4	GADO selected	0	0
010Kap001	level4	ClinVar pathogenic	0	0
010Kap001	level4	PanelApp green	0	0
010PI4K001	level1	all genes	406	225
010PI4K001	level1	GADO selected	53	32
010PI4K001	level1	ClinVar pathogenic	69	39
010PI4K001	level1	PanelApp green	53	30
010PI4K001	level2	all genes	226	140
010PI4K001	level2	GADO selected	27	20
010PI4K001	level2	ClinVar pathogenic	45	28
010PI4K001	level2	PanelApp green	36	22
010PI4K001	level3	all genes	11	7
010PI4K001	level3	GADO selected	0	0
010PI4K001	level3	ClinVar pathogenic	2	1
010PI4K001	level3	PanelApp green	2	1
010PI4K001	level4	all genes	0	0
010PI4K001	level4	GADO selected	0	0
010PI4K001	level4	ClinVar pathogenic	0	0
010PI4K001	level4	PanelApp green	0	0
010PMG001	level1	all genes	100	58
010PMG001	level1	GADO selected	16	8
010PMG001	level1	ClinVar pathogenic	10	8
010PMG001	level1	PanelApp green	3	3
010PMG001	level2	all genes	73	38
010PMG001	level2	GADO selected	10	5
010PMG001	level2	ClinVar pathogenic	9	7
010PMG001	level2	PanelApp green	3	3
010PMG001	level3	all genes	7	3
010PMG001	level3	GADO selected	4	1
010PMG001	level3	ClinVar pathogenic	0	0
010PMG001	level3	PanelApp green	1	1
010PMG001	level4	all genes	0	0
010PMG001	level4	GADO selected	0	0
010PMG001	level4	ClinVar pathogenic	0	0
010PMG001	level4	PanelApp green	0	0
010PVN001	level1	all genes	197	79
010PVN001	level1	GADO selected	10	6
010PVN001	level1	ClinVar pathogenic	35	21
010PVN001	level1	PanelApp green	20	11
010PVN001	level2	all genes	129	45
010PVN001	level2	GADO selected	4	4
010PVN001	level2	ClinVar pathogenic	21	11
010PVN001	level2	PanelApp green	10	5
010PVN001	level3	all genes	11	5
010PVN001	level3	GADO selected	1	1
010PVN001	level3	ClinVar pathogenic	3	1
010PVN001	level3	PanelApp green	0	0
010PVN001	level4	all genes	0	0
010PVN001	level4	GADO selected	0	0
010PVN001	level4	ClinVar pathogenic	0	0
010PVN001	level4	PanelApp green	0	0
010SCH001	level1	all genes	207	109
010SCH001	level1	GADO selected	30	11
010SCH001	level1	ClinVar pathogenic	56	26
010SCH001	level1	PanelApp green	45	19
010SCH001	level2	all genes	87	47
010SCH001	level2	GADO selected	18	8
010SCH001	level2	ClinVar pathogenic	28	10
010SCH001	level2	PanelApp green	24	7
010SCH001	level3	all genes	27	15
010SCH001	level3	GADO selected	2	2
010SCH001	level3	ClinVar pathogenic	13	4
010SCH001	level3	PanelApp green	9	1
010SCH001	level4	all genes	5	1
010SCH001	level4	GADO selected	0	0
010SCH001	level4	ClinVar pathogenic	5	1
010SCH001	level4	PanelApp green	5	1
010VMA001	level1	all genes	214	126
010VMA001	level1	GADO selected	38	16
010VMA001	level1	ClinVar pathogenic	55	25
010VMA001	level1	PanelApp green	40	19
010VMA001	level2	all genes	110	59
010VMA001	level2	GADO selected	26	11
010VMA001	level2	ClinVar pathogenic	30	12
010VMA001	level2	PanelApp green	19	8
010VMA001	level3	all genes	33	17
010VMA001	level3	GADO selected	13	5
010VMA001	level3	ClinVar pathogenic	9	4
010VMA001	level3	PanelApp green	2	2
010VMA001	level4	all genes	33	17
010VMA001	level4	GADO selected	13	5
010VMA001	level4	ClinVar pathogenic	9	4
010VMA001	level4	PanelApp green	2	2
012Con001	level1	all genes	2209	841
012Con001	level1	GADO selected	281	90
012Con001	level1	ClinVar pathogenic	516	173
012Con001	level1	PanelApp green	390	129
012Con001	level2	all genes	1291	572
012Con001	level2	GADO selected	174	69
012Con001	level2	ClinVar pathogenic	283	109
012Con001	level2	PanelApp green	222	83
012Con001	level3	all genes	75	52
012Con001	level3	GADO selected	9	9
012Con001	level3	ClinVar pathogenic	8	8
012Con001	level3	PanelApp green	6	6
012Con001	level4	all genes	47	34
012Con001	level4	GADO selected	6	6
012Con001	level4	ClinVar pathogenic	4	4
012Con001	level4	PanelApp green	2	2
012IBD001	level1	all genes	155	87
012IBD001	level1	GADO selected	14	10
012IBD001	level1	ClinVar pathogenic	30	16
012IBD001	level1	PanelApp green	11	10
012IBD001	level2	all genes	85	49
012IBD001	level2	GADO selected	5	4
012IBD001	level2	ClinVar pathogenic	16	8
012IBD001	level2	PanelApp green	3	3
012IBD001	level3	all genes	9	4
012IBD001	level3	GADO selected	1	1
012IBD001	level3	ClinVar pathogenic	5	2
012IBD001	level3	PanelApp green	0	0
012IBD001	level4	all genes	0	0
012IBD001	level4	GADO selected	0	0
012IBD001	level4	ClinVar pathogenic	0	0
012IBD001	level4	PanelApp green	0	0
013Chi001	level1	all genes	107	76
013Chi001	level1	GADO selected	6	4
013Chi001	level1	ClinVar pathogenic	17	13
013Chi001	level1	PanelApp green	14	10
013Chi001	level2	all genes	68	48
013Chi001	level2	GADO selected	6	4
013Chi001	level2	ClinVar pathogenic	13	9
013Chi001	level2	PanelApp green	11	7
013Chi001	level3	all genes	1	1
013Chi001	level3	GADO selected	0	0
013Chi001	level3	ClinVar pathogenic	0	0
013Chi001	level3	PanelApp green	0	0
013Chi001	level4	all genes	0	0
013Chi001	level4	GADO selected	0	0
013Chi001	level4	ClinVar pathogenic	0	0
013Chi001	level4	PanelApp green	0	0
015ILD001	level1	all genes	1171	482
015ILD001	level1	GADO selected	94	43
015ILD001	level1	ClinVar pathogenic	218	83
015ILD001	level1	PanelApp green	181	65
015ILD001	level2	all genes	637	287
015ILD001	level2	GADO selected	45	23
015ILD001	level2	ClinVar pathogenic	111	55
015ILD001	level2	PanelApp green	87	38
015ILD001	level3	all genes	69	45
015ILD001	level3	GADO selected	8	6
015ILD001	level3	ClinVar pathogenic	10	9
015ILD001	level3	PanelApp green	10	9
015ILD001	level4	all genes	13	11
015ILD001	level4	GADO selected	1	1
015ILD001	level4	ClinVar pathogenic	4	4
015ILD001	level4	PanelApp green	4	4
015ILD002	level1	all genes	164	99
015ILD002	level1	GADO selected	14	11
015ILD002	level1	ClinVar pathogenic	24	18
015ILD002	level1	PanelApp green	24	18
015ILD002	level2	all genes	93	53
015ILD002	level2	GADO selected	9	7
015ILD002	level2	ClinVar pathogenic	11	8
015ILD002	level2	PanelApp green	10	7
015ILD002	level3	all genes	5	4
015ILD002	level3	GADO selected	1	1
015ILD002	level3	ClinVar pathogenic	1	1
015ILD002	level3	PanelApp green	1	1
015ILD002	level4	all genes	5	4
015ILD002	level4	GADO selected	1	1
015ILD002	level4	ClinVar pathogenic	1	1
015ILD002	level4	PanelApp green	1	1
017Fin001	level1	all genes	181	114
017Fin001	level1	GADO selected	27	16
017Fin001	level1	ClinVar pathogenic	38	24
017Fin001	level1	PanelApp green	27	18
017Fin001	level2	all genes	105	69
017Fin001	level2	GADO selected	18	12
017Fin001	level2	ClinVar pathogenic	20	15
017Fin001	level2	PanelApp green	15	13
017Fin001	level3	all genes	4	4
017Fin001	level3	GADO selected	2	2
017Fin001	level3	ClinVar pathogenic	2	2
017Fin001	level3	PanelApp green	2	2
017Fin001	level4	all genes	4	4
017Fin001	level4	GADO selected	2	2
017Fin001	level4	ClinVar pathogenic	2	2
017Fin001	level4	PanelApp green	2	2
018EBV001	level1	all genes	237	150
018EBV001	level1	GADO selected	26	18
018EBV001	level1	ClinVar pathogenic	64	32
018EBV001	level1	PanelApp green	41	21
018EBV001	level2	all genes	83	60
018EBV001	level2	GADO selected	14	11
018EBV001	level2	ClinVar pathogenic	31	20
018EBV001	level2	PanelApp green	16	13
018EBV001	level3	all genes	4	2
018EBV001	level3	GADO selected	0	0
018EBV001	level3	ClinVar pathogenic	0	0
018EBV001	level3	PanelApp green	0	0
018EBV001	level4	all genes	0	0
018EBV001	level4	GADO selected	0	0
018EBV001	level4	ClinVar pathogenic	0	0
018EBV001	level4	PanelApp green	0	0
020Cha001	level1	all genes	419	168
020Cha001	level1	GADO selected	31	16
020Cha001	level1	ClinVar pathogenic	122	39
020Cha001	level1	PanelApp green	41	24
020Cha001	level2	all genes	222	98
020Cha001	level2	GADO selected	19	13
020Cha001	level2	ClinVar pathogenic	57	24
020Cha001	level2	PanelApp green	19	15
020Cha001	level3	all genes	6	5
020Cha001	level3	GADO selected	1	1
020Cha001	level3	ClinVar pathogenic	3	2
020Cha001	level3	PanelApp green	0	0
020Cha001	level4	all genes	1	1
020Cha001	level4	GADO selected	0	0
020Cha001	level4	ClinVar pathogenic	0	0
020Cha001	level4	PanelApp green	0	0
021Bil002	level1	all genes	515	266
021Bil002	level1	GADO selected	71	36
021Bil002	level1	ClinVar pathogenic	106	51
021Bil002	level1	PanelApp green	73	39
021Bil002	level2	all genes	228	138
021Bil002	level2	GADO selected	29	17
021Bil002	level2	ClinVar pathogenic	52	31
021Bil002	level2	PanelApp green	33	21
021Bil002	level3	all genes	3	3
021Bil002	level3	GADO selected	1	1
021Bil002	level3	ClinVar pathogenic	1	1
021Bil002	level3	PanelApp green	0	0
021Bil002	level4	all genes	0	0
021Bil002	level4	GADO selected	0	0
021Bil002	level4	ClinVar pathogenic	0	0
021Bil002	level4	PanelApp green	0	0
021Bil003	level1	all genes	167	85
021Bil003	level1	GADO selected	22	9
021Bil003	level1	ClinVar pathogenic	41	23
021Bil003	level1	PanelApp green	24	12
021Bil003	level2	all genes	73	38
021Bil003	level2	GADO selected	7	4
021Bil003	level2	ClinVar pathogenic	16	11
021Bil003	level2	PanelApp green	8	6
021Bil003	level3	all genes	6	2
021Bil003	level3	GADO selected	1	1
021Bil003	level3	ClinVar pathogenic	0	0
021Bil003	level3	PanelApp green	0	0
021Bil003	level4	all genes	0	0
021Bil003	level4	GADO selected	0	0
021Bil003	level4	ClinVar pathogenic	0	0
021Bil003	level4	PanelApp green	0	0
021NOR001	level1	all genes	287	173
021NOR001	level1	GADO selected	35	21
021NOR001	level1	ClinVar pathogenic	49	29
021NOR001	level1	PanelApp green	37	21
021NOR001	level2	all genes	159	91
021NOR001	level2	GADO selected	20	12
021NOR001	level2	ClinVar pathogenic	22	12
021NOR001	level2	PanelApp green	18	9
021NOR001	level3	all genes	14	7
021NOR001	level3	GADO selected	0	0
021NOR001	level3	ClinVar pathogenic	0	0
021NOR001	level3	PanelApp green	0	0
021NOR001	level4	all genes	14	7
021NOR001	level4	GADO selected	0	0
021NOR001	level4	ClinVar pathogenic	0	0
021NOR001	level4	PanelApp green	0	0
021NOR002	level1	all genes	406	152
021NOR002	level1	GADO selected	47	15
021NOR002	level1	ClinVar pathogenic	81	29
021NOR002	level1	PanelApp green	64	22
021NOR002	level2	all genes	265	107
021NOR002	level2	GADO selected	28	9
021NOR002	level2	ClinVar pathogenic	56	20
021NOR002	level2	PanelApp green	49	18
021NOR002	level3	all genes	32	14
021NOR002	level3	GADO selected	5	2
021NOR002	level3	ClinVar pathogenic	10	3
021NOR002	level3	PanelApp green	8	3
021NOR002	level4	all genes	0	0
021NOR002	level4	GADO selected	0	0
021NOR002	level4	ClinVar pathogenic	0	0
021NOR002	level4	PanelApp green	0	0
021Pos001	level1	all genes	201	135
021Pos001	level1	GADO selected	31	21
021Pos001	level1	ClinVar pathogenic	50	33
021Pos001	level1	PanelApp green	33	21
021Pos001	level2	all genes	109	71
021Pos001	level2	GADO selected	12	9
021Pos001	level2	ClinVar pathogenic	26	17
021Pos001	level2	PanelApp green	15	10
021Pos001	level3	all genes	7	5
021Pos001	level3	GADO selected	0	0
021Pos001	level3	ClinVar pathogenic	1	1
021Pos001	level3	PanelApp green	0	0
021Pos001	level4	all genes	0	0
021Pos001	level4	GADO selected	0	0
021Pos001	level4	ClinVar pathogenic	0	0
021Pos001	level4	PanelApp green	0	0
021Ref001	level1	all genes	262	147
021Ref001	level1	GADO selected	38	18
021Ref001	level1	ClinVar pathogenic	47	34
021Ref001	level1	PanelApp green	34	24
021Ref001	level2	all genes	141	69
021Ref001	level2	GADO selected	21	6
021Ref001	level2	ClinVar pathogenic	24	17
021Ref001	level2	PanelApp green	19	11
021Ref001	level3	all genes	35	18
021Ref001	level3	GADO selected	6	3
021Ref001	level3	ClinVar pathogenic	3	1
021Ref001	level3	PanelApp green	1	1
021Ref001	level4	all genes	20	9
021Ref001	level4	GADO selected	3	1
021Ref001	level4	ClinVar pathogenic	0	0
021Ref001	level4	PanelApp green	1	1
023Con001	level1	all genes	168	108
023Con001	level1	GADO selected	10	7
023Con001	level1	ClinVar pathogenic	36	20
023Con001	level1	PanelApp green	15	11
023Con001	level2	all genes	89	49
023Con001	level2	GADO selected	6	5
023Con001	level2	ClinVar pathogenic	18	9
023Con001	level2	PanelApp green	8	6
023Con001	level3	all genes	6	5
023Con001	level3	GADO selected	0	0
023Con001	level3	ClinVar pathogenic	1	1
023Con001	level3	PanelApp green	1	1
023Con001	level4	all genes	4	4
023Con001	level4	GADO selected	0	0
023Con001	level4	ClinVar pathogenic	1	1
023Con001	level4	PanelApp green	1	1
023Her002	level1	all genes	201	110
023Her002	level1	GADO selected	28	16
023Her002	level1	ClinVar pathogenic	46	21
023Her002	level1	PanelApp green	35	17
023Her002	level2	all genes	149	80
023Her002	level2	GADO selected	25	14
023Her002	level2	ClinVar pathogenic	34	18
023Her002	level2	PanelApp green	24	14
023Her002	level3	all genes	0	0
023Her002	level3	GADO selected	0	0
023Her002	level3	ClinVar pathogenic	0	0
023Her002	level3	PanelApp green	0	0
023Her002	level4	all genes	0	0
023Her002	level4	GADO selected	0	0
023Her002	level4	ClinVar pathogenic	0	0
023Her002	level4	PanelApp green	0	0
023Une001	level1	all genes	157	92
023Une001	level1	GADO selected	9	3
023Une001	level1	ClinVar pathogenic	44	22
023Une001	level1	PanelApp green	18	14
023Une001	level2	all genes	72	58
023Une001	level2	GADO selected	2	2
023Une001	level2	ClinVar pathogenic	17	14
023Une001	level2	PanelApp green	13	10
023Une001	level3	all genes	28	26
023Une001	level3	GADO selected	1	1
023Une001	level3	ClinVar pathogenic	9	8
023Une001	level3	PanelApp green	6	5
023Une001	level4	all genes	0	0
023Une001	level4	GADO selected	0	0
023Une001	level4	ClinVar pathogenic	0	0
023Une001	level4	PanelApp green	0	0
027Dia001	level1	all genes	131	92
027Dia001	level1	GADO selected	14	12
027Dia001	level1	ClinVar pathogenic	31	22
027Dia001	level1	PanelApp green	20	15
027Dia001	level2	all genes	80	56
027Dia001	level2	GADO selected	5	5
027Dia001	level2	ClinVar pathogenic	16	11
027Dia001	level2	PanelApp green	11	8
027Dia001	level3	all genes	0	0
027Dia001	level3	GADO selected	0	0
027Dia001	level3	ClinVar pathogenic	0	0
027Dia001	level3	PanelApp green	0	0
027Dia001	level4	all genes	0	0
027Dia001	level4	GADO selected	0	0
027Dia001	level4	ClinVar pathogenic	0	0
027Dia001	level4	PanelApp green	0	0
027Maj001	level1	all genes	192	113
027Maj001	level1	GADO selected	17	10
027Maj001	level1	ClinVar pathogenic	24	15
027Maj001	level1	PanelApp green	19	11
027Maj001	level2	all genes	100	69
027Maj001	level2	GADO selected	10	7
027Maj001	level2	ClinVar pathogenic	15	11
027Maj001	level2	PanelApp green	10	7
027Maj001	level3	all genes	5	3
027Maj001	level3	GADO selected	0	0
027Maj001	level3	ClinVar pathogenic	0	0
027Maj001	level3	PanelApp green	0	0
027Maj001	level4	all genes	0	0
027Maj001	level4	GADO selected	0	0
027Maj001	level4	ClinVar pathogenic	0	0
027Maj001	level4	PanelApp green	0	0
032Con001	level1	all genes	1383	566
032Con001	level1	GADO selected	98	41
032Con001	level1	ClinVar pathogenic	349	129
032Con001	level1	PanelApp green	240	90
032Con001	level2	all genes	655	314
032Con001	level2	GADO selected	43	24
032Con001	level2	ClinVar pathogenic	171	68
032Con001	level2	PanelApp green	110	48
032Con001	level3	all genes	35	19
032Con001	level3	GADO selected	11	3
032Con001	level3	ClinVar pathogenic	6	3
032Con001	level3	PanelApp green	6	3
032Con001	level4	all genes	2	1
032Con001	level4	GADO selected	0	0
032Con001	level4	ClinVar pathogenic	0	0
032Con001	level4	PanelApp green	0	0
032Con002	level1	all genes	224	158
032Con002	level1	GADO selected	22	15
032Con002	level1	ClinVar pathogenic	43	27
032Con002	level1	PanelApp green	27	19
032Con002	level2	all genes	143	105
032Con002	level2	GADO selected	16	11
032Con002	level2	ClinVar pathogenic	27	18
032Con002	level2	PanelApp green	19	14
032Con002	level3	all genes	12	5
032Con002	level3	GADO selected	0	0
032Con002	level3	ClinVar pathogenic	2	1
032Con002	level3	PanelApp green	0	0
032Con002	level4	all genes	0	0
032Con002	level4	GADO selected	0	0
032Con002	level4	ClinVar pathogenic	0	0
032Con002	level4	PanelApp green	0	0
